"Index","Model","Delta_g"
294,"Corianas/Quokka_2.7b",-0.000149999999999983
295,"ConvexAI/Pelican-9b-v0.1",0.000840000000000007
296,"xDAN-AI/xDAN-L1Mix-DeepThinking-v2",4.99999999999945e-05
297,"Locutusque/hyperion-medium-preview",-0.000120000000000009
298,"Locutusque/TinyMistral-248M-v2.5",-0.000869999999999982
299,"Locutusque/UltraQwen-7B",0.000180000000000013
300,"Locutusque/LocutusqueXFelladrin-TinyMistral248M-Instruct",-0.000979999999999981
301,"mwitiderrick/open_llama_3b_glaive_assistant_v0.1",0.000390000000000001
302,"mwitiderrick/shearedplats-2.7b-v2-instruct-v0.1",0.000400000000000011
303,"duoqi/Nanbeige-16B-Base-Llama",9.9999999999989e-05
304,"Devio/test-3b",-0.000269999999999992
305,"Devio/test-22B",0.000460000000000016
306,"qnguyen3/quan-1.8b-base",0.000390000000000001
307,"malhajar/Mistral-7B-v0.2-meditron-turkish",8.00000000000245e-05
308,"Steelskull/VerA-Etheria-55b",0.000219999999999998
309,"Steelskull/Umbra-MoE-4x10.7",-0.000120000000000009
310,"Qwen/Qwen2-beta-72B",-4.99999999999945e-05
311,"Qwen/Qwen1.5-7B-Chat",0.000300000000000022
312,"Qwen/Qwen2-beta-14B",9.9999999999989e-05
313,"Qwen/Qwen1.5-0.5B",6.00000000000045e-05
314,"msy127/mnsim-dpo-peftmerged-2-eos",0.000159999999999993
315,"psyche/kogpt",-0.000890000000000002
316,"OpenAssistant/pythia-12b-sft-v8-2.5k-steps",0.000400000000000011
317,"OpenAssistant/stablelm-7b-sft-v7-epoch-3",0.000269999999999992
318,"SuperAGI/SAM",-2.000000000002e-05
319,"stabilityai/StableBeluga-7B",0.000109999999999999
320,"stabilityai/japanese-stablelm-instruct-gamma-7b",0.000159999999999993
321,"stabilityai/stablelm-2-zephyr-1_6b",0.00048999999999999
322,"stabilityai/stablelm-base-alpha-7b",3.99999999999845e-05
323,"alchemonaut/QuartetAnemoi-70B-t0.0001",-0.000139999999999973
324,"openaccess-ai-collective/manticore-30b-chat-pyg-alpha",-3.99999999999845e-05
325,"Weyaxi/Qwen-72B-Llama",0.000120000000000009
326,"Weyaxi/TekniumAiroboros-Nebula-7B",0.000130000000000019
327,"Weyaxi/Helion-4x34B",-0.000109999999999999
328,"Weyaxi/HelpSteer-filtered-Solar-Instruct",-4.99999999999945e-05
329,"Weyaxi/Luban-Marcoroni-13B-v2",3.000000000003e-05
330,"Weyaxi/OpenHermes-2.5-neural-chat-v3-3-openchat-3.5-1210-Slerp",-0.000139999999999973
331,"Weyaxi/a",0
332,"nkpz/llama2-22b-daydreamer-v3",0.000130000000000019
333,"Enno-Ai/ennodata-raw-pankajmathur-13b-peft",8.00000000000245e-05
334,"Enno-Ai/vigogne2-enno-13b-sft-lora-4bit",4.99999999999945e-05
335,"shitshow123/TinyLlama-1.1B-ChatStrong-DPO-PPO",-0.000280000000000002
336,"rinna/bilingual-gpt-neox-4b-instruction-sft",6.00000000000045e-05
337,"shareAI/CodeLLaMA-chat-13b-Chinese",0.000439999999999996
338,"psmathur/model_51",-0.000109999999999999
339,"psmathur/orca_mini_3b",5e-04
340,"pszemraj/pythia-31m-simplepile-lite-2048-scratch-2e",-0.000909999999999966
341,"kwchoi/DPO_mistral_v01_7b_ultra_0130_1k",0.000190000000000023
342,"one-man-army/una-neural-chat-v3-3-P2-OMA",-8.9999999999979e-05
343,"jondurbin/airoboros-7b-gpt4-1.4.1-qlora",0.000240000000000018
344,"jondurbin/airoboros-13b-gpt4-1.4-fp16",4.99999999999945e-05
345,"jondurbin/airoboros-65b-gpt4-1.4-peft",-4.99999999999945e-05
346,"codemateai/CodeMate-v0.1",0.000190000000000023
347,"LeoLM/leo-hessianai-7b-chat-bilingual",0.000329999999999997
348,"ise-uiuc/Magicoder-S-DS-6.7B",0.000350000000000017
349,"PocketDoc/Dans-PileOfSets-Mk1-llama-13b-merged",3.99999999999845e-05
350,"PocketDoc/Dans-AdventurousWinds-7b",-3.99999999999845e-05
351,"PocketDoc/Dans-CreepingSenseOfDoom",0.000170000000000003
352,"PocketDoc/Dans-PersonalityEngine-30b",-7.00000000000145e-05
353,"postbot/emailgen-pythia-410m-deduped",-0.000379999999999991
354,"postbot/distilgpt2-emailgen",-0.00113999999999997
355,"postbot/gpt-neo-1.3B-emailgen",-7.00000000000145e-05
356,"postbot/gpt2-medium-emailgen",-0.000749999999999973
357,"v1olet/v1olet_marcoroni-go-bruins-7B",-8.9999999999979e-05
358,"The-Face-Of-Goonery/HuginnV5.5-12.6B",-6.00000000000045e-05
359,"vibhorag101/llama-2-13b-chat-hf-phr_mental_therapy",0.00053000000000003
360,"vibhorag101/llama-2-7b-chat-hf-phr_mental_health-2048",0.000300000000000022
361,"nnethercott/llava-v1.5-7b-hf-vicuna",0.000259999999999982
362,"huangyt/Mistral-7B-v0.1-Open-Platypus_2.5w-r16-gate_up_down",-8.9999999999979e-05
363,"HuggingFaceH4/starchat-beta",0.000230000000000008
364,"HWERI/pythia-70m-deduped-cleansharegpt-en",-0.00107000000000002
365,"HWERI/pythia-1.4b-deduped-sharegpt",0.000140000000000029
366,"Charlie911/vicuna-7b-v1.5-general-temporal-merged",0.000259999999999982
367,"Charlie911/vicuna-7b-v1.5-lora-timedial-unit-080091",0.000230000000000008
368,"Charlie911/vicuna-7b-v1.5-lora-temporal-sharegpt",0.000219999999999998
369,"Charlie911/vicuna-MultiLoRA-sharegpt-mmlu-drop-ffn-1.0general",0.000219999999999998
370,"blueapple8259/TinyStories-Alpaca",-0.000620000000000009
371,"speechlessai/speechless-codellama-dolphin-orca-platypus-13b",0.000410000000000021
372,"BEE-spoke-data/Mixtral-GQA-400m-v2",-0.00114999999999998
373,"BEE-spoke-data/smol_llama-220M-open_instruct",-0.00109999999999999
374,"BEE-spoke-data/verysmol_llama-v11-KIx2",-0.00113000000000002
375,"BEE-spoke-data/zephyr-220m-sft-full",-0.00105
376,"BEE-spoke-data/smol_llama-101M-GQA",-0.00113000000000002
377,"BEE-spoke-data/smol_llama-81M-tied",-0.00111
378,"Henk717/airochronos-33B",-3.99999999999845e-05
379,"SanjiWatsuki/openchat-3.5-1210-starling-slerp",-8.9999999999979e-05
380,"SanjiWatsuki/neural-chat-7b-v3-3-wizardmath-dare-me",0.000209999999999988
381,"klosax/pythia-160m-deduped-step92k-193bt",-0.001
382,"vihangd/dopeyshearedplats-2.7b-v1",0.000410000000000021
383,"vihangd/dopeyshearedplats-1.3b-v1",5e-04
384,"WhoTookMyAmogusNickname/NewHope_HF_not_official",0
385,"Walmart-the-bag/Yi-6B-Infinity-Chat",0.000219999999999998
386,"upstage/llama-65b-instruct",-6.00000000000045e-05
387,"charlesdedampierre/TopicNeuralHermes-2.5-Mistral-7B",-0.000109999999999999
388,"elliotthwang/Elliott-Chinese-LLaMa-GPTQ-V1.0",0.000240000000000018
389,"elliotthwang/Elliott-Chinese-LLaMa-GPTQ-V2.0",0.000240000000000018
390,"pharaouk/fusedyi",0.000329999999999997
391,"fierysurf/Kan-LLaMA-7B-SFT-v0.1-sharded",0.000390000000000001
392,"fierysurf/Ambari-7B-Instruct-v0.1-sharded",0.000300000000000022
393,"ContextualAI/archangel_sft-kto_llama13b",6.00000000000045e-05
394,"64bits/LexPodLM-13B",0.000120000000000009
395,"hon9kon9ize/CantoneseLLM-6B-preview202402",0.000219999999999998
396,"KoboldAI/OPT-2.7B-Nerybus-Mix",0.000329999999999997
397,"KoboldAI/fairseq-dense-125M",-0.000879999999999992
398,"SicariusSicariiStuff/Tenebra_30B_Alpha01_FP16",1.000000000001e-05
399,"FabbriSimo01/Facebook_opt_1.3b_Quantized",0.000159999999999993
400,"AtAndDev/ShortKingv0.1",0.000159999999999993
401,"AtAndDev/Ogno-Monarch-Neurotic-9B-Passthrough",0.000850000000000017
402,"UCLA-AGI/zephyr-7b-sft-full-spin-iter1",-2.000000000002e-05
403,"CausalLM/72B-preview-llamafied-qwen-llamafy",4.99999999999945e-05
404,"alibidaran/medical_transcription_generator",-0.000689999999999968
405,"PracticeLLM/SOLAR-tail-10.7B-Merge-v1.0",-0.000109999999999999
406,"beaugogh/Llama2-7b-openorca-mc-v2-dpo",0.000170000000000003
407,"FPHam/Sydney_Overthinker_13b_HF",0.000149999999999983
408,"gaodrew/OpenOrca-Platypus2-13B-thera-1250",0.000120000000000009
409,"gaodrew/gaodrew-llama-30b-instruct-2048-Open-Platypus-100steps",-2.99999999999745e-05
410,"Test157t/Kunocchini-1.2-7b-longtext",-6.00000000000045e-05
411,"HuggingFaceTB/cosmo-1b",0.000230000000000008
412,"fangloveskari/Platypus_QLoRA_LLaMA_70b",-0.000109999999999999
413,"uukuguy/speechless-mistral-dolphin-orca-platypus-samantha-7b",-4.99999999999945e-05
414,"uukuguy/speechless-coding-7b-16k-tora",0.000460000000000016
415,"uukuguy/speechless-codellama-34b-v2.0",0.000259999999999982
416,"uukuguy/speechless-codellama-dolphin-orca-platypus-34b",0.000300000000000022
417,"uukuguy/CollectiveCognition-v1.1-Mistral-7B-dare-0.85",-7.9999999999969e-05
418,"uukuguy/speechless-llama2-hermes-orca-platypus-wizardlm-13b",6.00000000000045e-05
419,"uukuguy/speechless-orca-platypus-coig-lite-4k-0.5e-13b",8.9999999999979e-05
420,"uukuguy/speechless-mistral-hermes-code-7b",0.000109999999999999
421,"uukuguy/speechless-coder-ds-6.7b",0.000230000000000008
422,"roneneldan/TinyStories-3M",-0.000409999999999966
423,"roneneldan/TinyStories-8M",-0.000529999999999975
424,"roneneldan/TinyStories-1M",-0.000450000000000006
425,"roneneldan/TinyStories-28M",-0.00048999999999999
426,"martyn/mixtral-megamerge-dare-8x7b-v2",1.000000000001e-05
427,"martyn/solar-megamerge-dare-10.7b-v1",-0.000120000000000009
428,"cmarkea/bloomz-7b1-mt-sft-chat",0.000379999999999991
429,"cmarkea/bloomz-3b-sft-chat",0.000159999999999993
430,"ethzanalytics/pythia-31m",-0.00103999999999999
431,"euclaise/gpt-neox-122m-minipile-digits",-0.00112000000000001
432,"NobodyExistsOnTheInternet/GiftedConvo13bLoraNoEcons",3.99999999999845e-05
433,"NobodyExistsOnTheInternet/clown-SUV-4x70b",-0.000309999999999977
434,"giraffe176/Open_Maid_Samantha_Hermes_Orca_dare_tiesv0.1",-0.000159999999999993
435,"jlevin/guanaco-unchained-llama-2-7b",0.000549999999999995
436,"lilloukas/Platypus-30B",-4.99999999999945e-05
437,"Dampish/StellarX-4B-V0",0.000350000000000017
438,"222gate/TinyMistral-248Mx4-MOE",-0.000340000000000007
439,"sarvamai/OpenHathi-7B-Hi-v0.1-Base",0.000280000000000002
440,"quantumaikr/llama-2-70b-fb16-orca-chat-10k",-0.000109999999999999
441,"AIChenKai/TinyLlama-1.1B-Chat-v1.0-x2-MoE",0.000329999999999997
442,"TomGrc/FusionNet_passthrough",0.000109999999999999
443,"TomGrc/FusionNet_SOLAR",-2.99999999999745e-05
444,"ddyuudd/dolly-v2-3b",0.000460000000000016
445,"RWKV/rwkv-4-430m-pile",-0.000570000000000015
446,"RWKV/rwkv-4-169m-pile",-0.000979999999999981
447,"google/gemma-7b-it",5e-04
448,"ewqr2130/alignment-handbook-zephyr-7b_ppostep_100",-0.000350000000000017
449,"alexredna/Tukan-1.1B-Chat-reasoning-sft-COLA",0.000290000000000012
450,"jingyeom/KoSoLAR-10.7B-v0.2_1.4_dedup",0.000230000000000008
451,"jingyeom/SOLAR_KO_1.3_deup",0.000159999999999993
452,"StudentLLM/Alpagasus-2-13B-QLoRA-pipeline",3.99999999999845e-05
453,"LLMs/WizardLM-30B-V1.0",3.000000000003e-05
454,"keyfan/vicuna-chinese-replication-v1.1",0.000400000000000011
455,"cloudyu/60B_MoE_Coder_v3",-8.9999999999979e-05
456,"cloudyu/Mixtral_7Bx5_MoE_30B",-0.000149999999999983
457,"cloudyu/19B_TRUTH_DPO",-3.99999999999845e-05
458,"cloudyu/Truthful_DPO_cloudyu_Mixtral_34Bx2_MoE_60B",-9.9999999999989e-05
459,"AI-Sweden-Models/gpt-sw3-1.3b",-2.99999999999745e-05
460,"AI-Sweden-Models/gpt-sw3-126m-instruct",-0.00102000000000002
461,"AI-Sweden-Models/gpt-sw3-40b",0.000340000000000007
462,"AI-Sweden-Models/gpt-sw3-356m",-0.000719999999999998
463,"AI-Sweden-Models/gpt-sw3-20b-instruct",0.000410000000000021
464,"Technoculture/Medorca-2x7b",0.000329999999999997
465,"Technoculture/Medorca-4x7b",-0.000319999999999987
466,"TheTravellingEngineer/bloom-560m-RLHF-v2",-0.000609999999999999
467,"cognitivecomputations/TinyDolphin-2.8.2-1.1b-laser",0.000319999999999987
468,"cognitivecomputations/yayi2-30b-llama",0.000700000000000034
469,"cognitivecomputations/MegaDolphin-120b",-3.99999999999845e-05
470,"cognitivecomputations/dolphin-2.8-experiment26-7b-preview",-7.9999999999969e-05
471,"cognitivecomputations/dolphin-2.2.1-mistral-7b",-0.000120000000000009
472,"maywell/TinyWand-DPO",7.00000000000145e-05
473,"Ba2han/HermesStar-OrcaWind-Synth-11B",-7.9999999999969e-05
474,"Ba2han/Tinypus-1.5B",0.000230000000000008
475,"glenn2/gemma-7b-lora-distilabel-intel-orca-dpo-pairs",0.000360000000000027
476,"fzzhang/Marcoroni-neural-chat-7B-v2_gsm8k_merged_s",-0.000109999999999999
477,"instructkr/ko-wand-136M",-0.000740000000000018
478,"TinyLlama/TinyLlama-1.1B-intermediate-step-1195k-token-2.5T",0.000280000000000002
479,"inswave/AISquare-Instruct-llama2-koen-13b-v0.9.24",3.99999999999845e-05
480,"diffnamehard/Psyfighter2-Noromaid-ties-Capybara-13B",-6.00000000000045e-05
481,"diffnamehard/Mistral-CatMacaroni-slerp-uncensored",-0.000130000000000019
482,"rombodawg/Everyone-Coder-33b-Base",0.000549999999999995
483,"rombodawg/LosslessMegaCoder-llama2-7b-mini",0.000180000000000013
484,"JosephusCheung/LL7M",0.000410000000000021
485,"aloobun/Cypher-Mixtral-2x1.8B-v0.1",0.000400000000000011
486,"cyberagent/calm2-7b-chat",0.000420000000000031
487,"pinkyponky/SOLAR-10.7B-dpo-instruct-tuned-v0.1",-9.9999999999989e-05
488,"shuvom/yuj-v1",0.000429999999999986
489,"vilm/Mixsmol-4x400M-v0.1-epoch1",-0.00105
490,"Ejafa/vicuna_7B_vanilla_1.1",0.000240000000000018
491,"openBuddy/openbuddy-llama2-34b-v11.1-bf16",0.000420000000000031
492,"SJ-Donald/SJ-SOLAR-10.7b-DPO",-0.000120000000000009
493,"bigcode/starcoderbase-1b",-0.000790000000000013
494,"bigcode/gpt_bigcode-santacoder",-0.000809999999999977
495,"splm/zephyr-7b-sft-full-spin-peft-iter2",3.000000000003e-05
496,"matsuo-lab/weblab-10b-instruction-sft",0.000390000000000001
497,"s3nh/nsfw-noromaid-mistral-instruct",0.000340000000000007
498,"Changgil/K2S3-Llama2-13b-v1.0",0.000230000000000008
499,"Changgil/k2s3_test_24001",6.00000000000045e-05
500,"Changgil/K2S3-SOLAR-11b-v1.0",0.000109999999999999
501,"mzio/hedgehog-mistral_7b-alpaca_clean-smd_lora_1e_3",-0.000539999999999985
502,"mzio/hedgehog-alpaca_clean_mistral-mistral_7b_lk_esn_tqk_lora-lk_untied_head-lsc_1",-0.000719999999999998
503,"alnrg2arg/blockchainlabs_tinyllama_fusion_LHK_yunkong_v2",0.00047999999999998
504,"alnrg2arg/blockchainlabs_7B_merged_test2_4_prune",0.000269999999999992
505,"yanolja/EEVE-Korean-2.8B-v1.0",0.000400000000000011
506,"yanolja/EEVE-Korean-Instruct-10.8B-v1.0",-7.00000000000145e-05
507,"cerebras/Cerebras-GPT-111M",-0.00119999999999998
508,"xaviviro/FLOR-6.3B-xat",0.000400000000000011
509,"xaviviro/OpenHermes-2.5-FLOR-6.3B",0.000369999999999981
510,"Plaban81/Moe-4x7b-math-reason-code",-7.00000000000145e-05
511,"Felladrin/Llama-68M-Chat-v1",-0.00107999999999997
512,"Felladrin/Minueza-32M-Chat",-0.00107999999999997
513,"ziqingyang/chinese-llama-2-7b",0.000420000000000031
514,"MBZUAI/lamini-cerebras-256m",-0.00112000000000001
515,"MBZUAI/LaMini-GPT-1.5B",-7.9999999999969e-05
516,"PygmalionAI/pygmalion-350m",-0.000549999999999995
517,"PygmalionAI/metharme-1.3b",0.000200000000000033
518,"MaziyarPanahi/UNA-34Beagles-32K-bf16-v1-GPTQ",-0.000199999999999978
519,"WebraftAI/synapsellm-7b-mistral-v0.4-preview2",0.000280000000000002
520,"budecosystem/code-millenials-34b",0.000319999999999987
521,"yeontaek/Platypus2xOpenOrca-13B-LoRa-v2",9.9999999999989e-05
522,"ewof/koishi-instruct-3b",0.000369999999999981
523,"YeungNLP/firefly-llama2-13b-pretrain",0.000149999999999983
524,"YeungNLP/firefly-qwen1.5-en-7b-dpo-v0.1",0.000300000000000022
525,"TFLai/MythoMix-Platypus2-13B-QLoRA-0.80-epoch",6.00000000000045e-05
526,"TFLai/pythia-2.8b-4bit-alpaca",0.000290000000000012
527,"TFLai/Platypus2-13B-QLoRA-0.80-epoch",3.99999999999845e-05
528,"openlm-research/open_llama_3b_v2",0.000340000000000007
529,"nextai-team/Moe-3x7b-QA-Code-Inst",-9.9999999999989e-05
530,"zyh3826/20231206094523-pretrain-Llama-2-13b-hf-76000",8.00000000000245e-05
531,"zyh3826/llama2-13b-ft-openllm-leaderboard-v1",3.99999999999845e-05
532,"Lajonbot/Llama-2-13b-hf-instruct-pl-lora_unload",0
533,"abdulrahman-nuzha/finetuned-llama2-chat-5000-v1.0-squad",0.000240000000000018
534,"abdulrahman-nuzha/belal-finetuned-llama2-v1.0",0.000170000000000003
535,"abdulrahman-nuzha/finetuned-Mistral-7B-Instruct-v0.2-5000-v2.0",-2.99999999999745e-05
536,"Mihaiii/dolphin-2.6-mistral-7b-dpo-5.93B",0.000410000000000021
537,"Mihaiii/Pallas-0.5-frankenmerge",0.000290000000000012
538,"yam-peleg/Experiment1-7B",-9.9999999999989e-05
539,"snorkelai/Snorkel-Mistral-PairRM-DPO",-3.99999999999845e-05
540,"TencentARC/LLaMA-Pro-8B",0.000149999999999983
541,"hyunjae/polyglot-ko-3.8b-total",-0.000409999999999966
542,"RESMPDEV/Gemma-Wukong-2b",0.000439999999999996
543,"RESMPDEV/Qwen1.5-Wukong-0.5B",1.000000000001e-05
544,"Korabbit/Llama-2-7b-chat-hf-afr-100step-flan-v2",0.000190000000000023
545,"bhenrym14/airoboros-33b-gpt4-1.4.1-lxctx-PI-16384-fp16",-8.9999999999979e-05
546,"jarradh/llama2_70b_chat_uncensored",-9.9999999999989e-05
547,"jisukim8873/falcon-7B-case-0",0.000200000000000033
548,"Sao10K/Stheno-Mix-L2-20B",0.000250000000000028
549,"Sao10K/Mythical-Destroyer-V2-L2-13B",0.000159999999999993
550,"Sao10K/WinterGoddess-1.4x-70B-L2",-0.000149999999999983
551,"DevaMalla/llama-base-7b",0.000180000000000013
552,"42dot/42dot_LLM-PLM-1.3B",0.000190000000000023
553,"aisquared/dlite-v2-355m",-0.00046999999999997
554,"aisquared/dlite-v2-1_5b",0.000230000000000008
555,"aisquared/dlite-v1-124m",-0.00101000000000001
556,"Syed-Hasan-8503/openhermes-gemma-2b-it",0.000450000000000006
557,"ahxt/LiteLlama-460M-1T",-0.000680000000000014
558,"sethuiyer/Dr_Samantha_7b_mistral",-6.00000000000045e-05
559,"ycros/BagelMIsteryTour-v2-8x7B",-0.000120000000000009
560,"Pirr/pythia-13b-deduped-green_devil",0.000379999999999991
561,"chickencaesar/llama2-platypus-llama2-chat-13B-hf",3.000000000003e-05
562,"arlineka/Brunhilde-2x7b-MOE-DPO-v.01.5",-0.000139999999999973
563,"Envoid/Libra-19B",6.00000000000045e-05
564,"INSAIT-Institute/BgGPT-7B-Instruct-v0.1",4.99999999999945e-05
565,"Deci/DeciLM-7B-instruct",0
566,"TehVenom/PPO_Shygmalion-6b",0.000379999999999991
567,"TehVenom/GPT-J-Pyg_PPO-6B-Dev-V8p4",0.000390000000000001
568,"TehVenom/oasst-sft-6-llama-33b-xor-MERGED-16bit",0
569,"TehVenom/DiffMerge-DollyGPT-Pygmalion",-0.000570000000000015
570,"jae24/openhermes_dpo_norobot_0201",-1.000000000001e-05
571,"Deathsquad10/TinyLlama-repeat",0.000310000000000032
572,"habanoz/tinyllama-oasst1-top1-instruct-full-lr1-5-v0.1",0.000310000000000032
573,"perlthoughts/openchat-3.5-1210-32k",0
574,"perlthoughts/Starling-LM-alpha-8x7B-MoE",-7.00000000000145e-05
575,"kingbri/chronolima-airo-grad-l2-13B",1.000000000001e-05
576,"eldogbbhed/NeuralMonarchCoderPearlBeagle",-0.000149999999999983
577,"mayacinka/chatty-djinn-14B",3.000000000003e-05
578,"chinoll/Yi-7b-dpo",0.000319999999999987
579,"LordNoah/Alpaca_spin_gpt2_e1_se0",-0.000230000000000008
580,"LordNoah/latent_gpt2_medium_alpaca_e3",-0.000409999999999966
581,"qiyinmiss/My_GPT2",-0.00107000000000002
582,"llmixer/BigWeave-v6-90b",-8.9999999999979e-05
583,"llmixer/BigWeave-v15-103b",-3.99999999999845e-05
584,"heegyu/WizardVicuna-open-llama-3b-v2",0.000410000000000021
585,"heegyu/RedTulu-Uncensored-3B-0719",0.000400000000000011
586,"openbmb/MiniCPM-2B-dpo-bf16-llama-format",-0.000259999999999982
587,"augmxnt/shisa-7b-v1",0.000180000000000013
588,"DrNicefellow/ChatAllInOne-Yi-34B-200K-V1",-9.9999999999989e-05
589,"openthaigpt/openthaigpt-1.0.0-beta-7b-chat-ckpt-hf",0.000420000000000031
590,"openthaigpt/openthaigpt-1.0.0-beta-13b-chat-hf",0.000280000000000002
591,"Undi95/Clover3-17B",6.00000000000045e-05
